"NUM_SEQ_ACORDO_ESPECIAL";"COD_TIPO_ACORDO_ESPECIAL";"NOM_TIPO_ACORDO_ESPECIAL";"VALOR_DIVIDA_ANTIGA";"VALOR_DIVIDA_NOVA";"DT_ACORDO_ESPECIAL";"NUM_SEQ_CANDIDATO";"COD_MATRICULA"
1088761;4;"DIS ATUAL";339,59;1697,95;18/10/18;;"201809117488"
